"","Isolate_Id","PB2.Segment_Id","PB1.Segment_Id","PA.Segment_Id","HA.Segment_Id","NP.Segment_Id","NA.Segment_Id","MP.Segment_Id","NS.Segment_Id","HE.Segment_Id","P3.Segment_Id","Isolate_Name","Subtype","Lineage","Passage_History","Location","Host","Isolate_Submitter","Submitting_Lab","Submitting_Sample_Id","Authors","Publication","Originating_Lab","Originating_Sample_Id","Collection_Date","Note","Update_Date","Submission_Date","Antigen_Character","Animal_Vaccin_Product","Adamantanes_Resistance_geno","Oseltamivir_Resistance_geno","Zanamivir_Resistance_geno","Peramivir_Resistance_geno","Other_Resistance_geno","Adamantanes_Resistance_pheno","Oseltamivir_Resistance_pheno","Zanamivir_Resistance_pheno","Peramivir_Resistance_pheno","Other_Resistance_pheno","Host_Age","Host_Age_Unit","Host_Gender","Patient_Status","Zip_Code","Outbreak","Pathogen_Test_Info","Is_Vaccinated","Human_Specimen_Source","Animal_Specimen_Source","Animal_Health_Status","Domestic_Status","PMID","PB2.INSDC_Upload","PB1.INSDC_Upload","PA.INSDC_Upload","HA.INSDC_Upload","NP.INSDC_Upload","NA.INSDC_Upload","MP.INSDC_Upload","NS.INSDC_Upload","HE.INSDC_Upload","P3.INSDC_Upload","newloc","classloc"
"2560","EPI_ISL_79678","EPI280101 | A/Guangdong/1/2006.1","EPI280102 | A/Guangdong/1/2006.2","EPI280100 | A/Guangdong/1/2006.3","EPI280104 | A/Guangdong/1/2006.4","EPI280097 | A/Guangdong/1/2006.5","EPI280103 | A/Guangdong/1/2006.6","EPI280099 | A/Guangdong/1/2006.7","EPI280098 | A/Guangdong/1/2006.8",NA,NA,"A/Guangdong/1/2006","A / H5N1",NA,"E2","Asia / China / Guangdong","Human","Yu Lan (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Lan,Yu,Dong,Libo,Li,Zi,Li,Xiyan,Zhao,Xiang,Cheng,Yanhui,Tan,minju,Yang,Lei,Zou,Shumei,Wen,Leying,Wang,Dayan,Li,Dexin,Shu,Yuelong","","WHO Chinese National Influenza Center","",2006.142,"",2010.731,2010.731,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",32,"Y","Male","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Guangdong","PRD"
"2564","EPI_ISL_73299","EPI280022 | A/Guangdong/2/2006.1","EPI280023 | A/Guangdong/2/2006.2","EPI280021 | A/Guangdong/2/2006.3","EPI280025 | A/Guangdong/2/2006.4","EPI280019 | A/Guangdong/2/2006.5","EPI280024 | A/Guangdong/2/2006.6","EPI251424 | A/Guangdong/2/2006.7","EPI280020 | A/Guangdong/2/2006.8",NA,NA,"A/Guangdong/2/2006","A / H5N1",NA,"E2","Asia / China / Guangdong Province / Shenzhen","Human","Yu Lan (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Lan,Yu; Dong,Libo; Li,Zi; Li,Xiyan; Zhao,Xiang; Cheng,Yanhui; Tan,minju; Yang,Lei; Zou,Shumei; Wen,Leying; Wang,Dayan; Li,Dexin; Shu,Yuelong","","WHO Chinese National Influenza Center","",2006.419,"",2010.728,2010.256,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",31,"Y","Male","Recovered",NA,"",NA,NA,"","","","",NA,"","","","","","","CY060153","",NA,NA,"Guangdong","PRD"
"2567","EPI_ISL_30608","","","","EPI181303 | A/Xinjiang/1/2006","","","","",NA,NA,"A/Xinjiang/1/2006","A / H5N1",NA,"","Asia / China / Xinjiang Uyghur Autonomous Region","Human","Unknown user","Other Database Import","","","","","1",2006.499,"",NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","FJ492886","","","","",NA,NA,"Xinjiang","NW"
"2568","EPI_ISL_24607","EPI164257 | #164257","EPI164256 | #164256","EPI164255 | #164255","EPI164250 | #164250","EPI164253 | #164253","EPI164252 | #164252","EPI164251 | #164251","EPI164254 | #164254",NA,NA,"A/Fujian/1/2005","A / H5N1",NA,"E1","Asia / China / Fujian Province","Human","Yu Lan (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","","","","",2005.945,"",NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Fujian","PRD"
"2696","EPI_ISL_169393","EPI553230 | A/Chicken/Shandong/J02/2009","EPI553229 | A/Chicken/Shandong/J02/2009","EPI553228 | A/Chicken/Shandong/J02/2009","EPI553223 | A/Chicken/Shandong/J02/2009","EPI553225 | A/Chicken/Shandong/J02/2009","EPI553231 | A/Chicken/Shandong/J02/2009","EPI553224 | A/Chicken/Shandong/J02/2009","EPI553227 | A/Chicken/Shandong/J02/2009",NA,NA,"A/Chicken/Shandong/J02/2009","A / H5N1",NA,"","Asia / China / Shandong Province","Chicken","Lai Chengcai (Beijing Institute of Microbiology and Epidemiology)","Beijing Institute of Microbiology and Epidemiology","","yanbo,yin;dongdong,wang;linlin,liu;xiliang,wang;penghui,yang;xin,liu;keyu,wang;chengcai,lai","","Qingdao Agricultural University","",2009.666,"",2014.979,2014.979,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Shandong","BER"
"2697","EPI_ISL_169392","EPI553218 | A/Chicken/Shandong/J01/2009","EPI553216 | A/Chicken/Shandong/J01/2009","EPI553215 | A/Chicken/Shandong/J01/2009","EPI553219 | A/Chicken/Shandong/J01/2009","EPI553221 | A/Chicken/Shandong/J01/2009","EPI553217 | A/Chicken/Shandong/J01/2009","EPI553222 | A/Chicken/Shandong/J01/2009","EPI553220 | A/Chicken/Shandong/J01/2009",NA,NA,"A/Chicken/Shandong/J01/2009","A / H5N1",NA,"","Asia / China / Shandong Province","Chicken","Lai Chengcai (Beijing Institute of Microbiology and Epidemiology)","Beijing Institute of Microbiology and Epidemiology","","yanbo,yin;dongdong,wang;linlin,liu;xiliang,wang;penghui,yang;xin,liu;keyu,wang;chengcai,lai","","Qingdao Agricultural University","",2009.666,"",2014.979,2014.979,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Shandong","BER"
"2775","EPI_ISL_78010","EPI275947 | A/chicken/Xinjiang/78/2005","EPI275948 | A/chicken/Xinjiang/78/2005","EPI275949 | A/chicken/Xinjiang/78/2005","EPI275950 | A/chicken/Xinjiang/78/2005","EPI275951 | A/chicken/Xinjiang/78/2005","EPI275952 | A/chicken/Xinjiang/78/2005","EPI275953 | A/chicken/Xinjiang/78/2005","EPI275954 | A/chicken/Xinjiang/78/2005",NA,NA,"A/chicken/Xinjiang/78/2005","A / H5N1",NA,"","Asia / China / Xinjiang Uyghur Autonomous Region","Chicken","Initial import","Other Database Import","","Li,Y.; Shi,J.; Zhong,G.; Deng,G.; Tian,G.; Ge,J.; Zeng,X.; Song,J.; Zhao,D.; Liu,L.; Jiang,Y.; Guan,Y.; Bu,Z.; Chen,H.","","","",2005,"",2010.607,2010.325,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"HM172446","HM172397","HM172343","HM172103","HM172246","HM172198","HM172143","HM172278",NA,NA,"Xinjiang","NW"
"2776","EPI_ISL_78008","EPI275931 | A/chicken/Xinjiang/67/2005","EPI275932 | A/chicken/Xinjiang/67/2005","EPI275933 | A/chicken/Xinjiang/67/2005","EPI275934 | A/chicken/Xinjiang/67/2005","EPI275935 | A/chicken/Xinjiang/67/2005","EPI275936 | A/chicken/Xinjiang/67/2005","EPI275937 | A/chicken/Xinjiang/67/2005","EPI275938 | A/chicken/Xinjiang/67/2005",NA,NA,"A/chicken/Xinjiang/67/2005","A / H5N1",NA,"","Asia / China / Xinjiang Uyghur Autonomous Region","Chicken","Initial import","Other Database Import","","Li,Y.; Shi,J.; Zhong,G.; Deng,G.; Tian,G.; Ge,J.; Zeng,X.; Song,J.; Zhao,D.; Liu,L.; Jiang,Y.; Guan,Y.; Bu,Z.; Chen,H.","","","",2005,"",2010.607,2010.325,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"HM172436","HM172398","HM172349","HM172099","HM172239","HM172199","HM172154","HM172302",NA,NA,"Xinjiang","NW"
"2778","EPI_ISL_77986","EPI275755 | A/chicken/Henan/A-7/2006","EPI275756 | A/chicken/Henan/A-7/2006","EPI275757 | A/chicken/Henan/A-7/2006","EPI275758 | A/chicken/Henan/A-7/2006","EPI275759 | A/chicken/Henan/A-7/2006","EPI275760 | A/chicken/Henan/A-7/2006","EPI275761 | A/chicken/Henan/A-7/2006","EPI275762 | A/chicken/Henan/A-7/2006",NA,NA,"A/chicken/Henan/A-7/2006","A / H5N1",NA,"","Asia / China / Henan Province","Chicken","Initial import","Other Database Import","","Li,Y.; Shi,J.; Zhong,G.; Deng,G.; Tian,G.; Ge,J.; Zeng,X.; Song,J.; Zhao,D.; Liu,L.; Jiang,Y.; Guan,Y.; Bu,Z.; Chen,H.","","","",2006,"",2010.607,2010.325,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"HM172434","HM172374","HM172340","HM172080","HM172236","HM172201","HM172127","HM172291",NA,NA,"Henan","CT"
"2779","EPI_ISL_77982","EPI275723 | A/chicken/Fujian/1/2007","EPI275724 | A/chicken/Fujian/1/2007","EPI275725 | A/chicken/Fujian/1/2007","EPI275726 | A/chicken/Fujian/1/2007","EPI275727 | A/chicken/Fujian/1/2007","EPI275728 | A/chicken/Fujian/1/2007","EPI275729 | A/chicken/Fujian/1/2007","EPI275730 | A/chicken/Fujian/1/2007",NA,NA,"A/chicken/Fujian/1/2007","A / H5N1",NA,"","Asia / China / Fujian Province","Chicken","Initial import","Other Database Import","","Li,Y.; Shi,J.; Zhong,G.; Deng,G.; Tian,G.; Ge,J.; Zeng,X.; Song,J.; Zhao,D.; Liu,L.; Jiang,Y.; Guan,Y.; Bu,Z.; Chen,H.","","","",2007,"",2010.607,2010.325,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"HM172421","HM172373","HM172335","HM172096","HM172223","HM172169","HM172122","HM172272",NA,NA,"Fujian","PRD"
"2780","EPI_ISL_77981","EPI275715 | A/chicken/Anhui/39/2004","EPI275716 | A/chicken/Anhui/39/2004","EPI275717 | A/chicken/Anhui/39/2004","EPI275718 | A/chicken/Anhui/39/2004","EPI275719 | A/chicken/Anhui/39/2004","EPI275720 | A/chicken/Anhui/39/2004","EPI275721 | A/chicken/Anhui/39/2004","EPI275722 | A/chicken/Anhui/39/2004",NA,NA,"A/chicken/Anhui/39/2004","A / H5N1",NA,"","Asia / China / Anhui Province","Chicken","Initial import","Other Database Import","","Li,Y.; Shi,J.; Zhong,G.; Deng,G.; Tian,G.; Ge,J.; Zeng,X.; Song,J.; Zhao,D.; Liu,L.; Jiang,Y.; Guan,Y.; Bu,Z.; Chen,H.","","","",2004,"",2010.607,2010.325,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"HM172430","HM172390","HM172320","HM172095","HM172237","HM172180","HM172123","HM172287",NA,NA,"Anhui","CT"
"2808","EPI_ISL_29180","EPI174663 | A/chicken/Hunan/1793/2007","EPI174679 | A/chicken/Hunan/1793/2007","EPI174695 | A/chicken/Hunan/1793/2007","EPI174647 | A/chicken/Hunan/1793/2007","EPI174711 | A/chicken/Hunan/1793/2007","EPI174727 | A/chicken/Hunan/1793/2007","EPI174615 | A/chicken/Hunan/1793/2007","EPI174631 | A/chicken/Hunan/1793/2007",NA,NA,"A/chicken/Hunan/1793/2007","A / H5N1",NA,"","Asia / China / Hunan Province","Chicken","Unknown user","Other Database Import","","","","","1793",2007.06,"",NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"FJ784831","FJ784815","FJ784799","FJ784847","FJ784783","FJ784767","FJ784879","FJ784863",NA,NA,"Hunan","CT"
"2822","EPI_ISL_19165","","","","EPI154812 | A/chicken/Yunnan/chuxiong01/2005","","EPI153088 | A/chicken/Yunnan/chuxiong01/2005","","",NA,NA,"A/chicken/Yunnan/chuxiong01/2005","A / H5N1",NA,"","Asia / China / Yunnan Province","Chicken","Unknown user","Other Database Import","","","","","chuxiong01",2005,"",NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","EU635874","","EU635875","","",NA,NA,"Yunnan","SW"
"2829","EPI_ISL_12657","","","","EPI119150 | A/chicken/Hubei/14/2004","","EPI119152 | A/chicken/Hubei/14/2004","EPI119154 | A/chicken/Hubei/14/2004","",NA,NA,"A/chicken/Hubei/14/2004","A / H5N1",NA,"","Asia / China / Hubei Province","Chicken","Unknown user","Other Database Import","","","","","14",2004.074,"",NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","EF670482","","EF670483","EF670484","",NA,NA,"Hubei","CT"
"2833","EPI_ISL_9778","","","","EPI99354 | A/chicken/zhengzhou/1/02/","","EPI99362 | A/chicken/zhengzhou/1/02/","","",NA,NA,"A/chicken/zhengzhou/1/02/","A / H5N1",NA,"","Asia / China / Henan Province / zhengzhou","Chicken","Unknown user","Other Database Import","","","","","1",2002,"",NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","DQ211923","","DQ211927","","",NA,NA,"Henan","CT"
"2837","EPI_ISL_4856","EPI26498 | A/Chicken/Henan/16/2004","EPI26485 | A/Chicken/Henan/16/2004","EPI26472 | A/Chicken/Henan/16/2004","EPI26389 | A/Chicken/Henan/16/2004","EPI26437 | A/Chicken/Henan/16/2004","EPI26424 | A/Chicken/Henan/16/2004","EPI26407 | A/Chicken/Henan/16/2004","EPI26455 | A/Chicken/Henan/16/2004",NA,NA,"A/Chicken/Henan/16/2004","A / H5N1",NA,"","Asia / China / Henan Province","Chicken","Unknown user","Other Database Import","","","","","16",2004,"",NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"AY950283","AY950276","AY950269","AY950234","AY950255","AY950248","AY950241","AY950262",NA,NA,"Henan","CT"
"2838","EPI_ISL_4853","EPI26493 | A/Chicken/Henan/210/2004","EPI26480 | A/Chicken/Henan/210/2004","EPI26466 | A/Chicken/Henan/210/2004","EPI26383 | A/Chicken/Henan/210/2004","EPI26431 | A/Chicken/Henan/210/2004","EPI26418 | A/Chicken/Henan/210/2004","EPI26398 | A/Chicken/Henan/210/2004","EPI26446 | A/Chicken/Henan/210/2004",NA,NA,"A/Chicken/Henan/210/2004","A / H5N1",NA,"","Asia / China / Henan Province","Chicken","Unknown user","Other Database Import","","","","","210",2004,"",NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"AY950280","AY950273","AY950266","AY950231","AY950252","AY950245","AY950238","AY950259",NA,NA,"Henan","CT"
"2839","EPI_ISL_4852","EPI26491 | A/chicken/Henan/01/2004","EPI26478 | A/chicken/Henan/01/2004","EPI26464 | A/chicken/Henan/01/2004","EPI82240 | A/chicken/Henan/01/2004, EPI26381 | A/chicken/Henan/01/2004","EPI26429 | A/chicken/Henan/01/2004","EPI26416 | A/chicken/Henan/01/2004","EPI26395 | A/chicken/Henan/01/2004","EPI26443 | A/chicken/Henan/01/2004",NA,NA,"A/chicken/Henan/01/2004","A / H5N1",NA,"","Asia / China / Henan Province","Chicken","Unknown user","Other Database Import","","","","","1",2004,"",NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"AY950279","AY950272","AY950265","DQ080022, AY950230","AY950251","AY950244","AY950237","AY950258",NA,NA,"Henan","CT"
"2840","EPI_ISL_4592","EPI25322 | A/chicken/Hubei/489/2004","EPI25321 | A/chicken/Hubei/489/2004","EPI25319 | A/chicken/Hubei/489/2004","EPI25312 | A/chicken/Hubei/489/2004","EPI25317 | A/chicken/Hubei/489/2004","EPI25310 | A/chicken/Hubei/489/2004","EPI25307 | A/chicken/Hubei/489/2004","EPI25314 | A/chicken/Hubei/489/2004",NA,NA,"A/chicken/Hubei/489/2004","A / H5N1",NA,"","Asia / China / Hubei Province","Chicken","Unknown user","Other Database Import","","Wu,S.; Xu,J.; Qu,S.; Zheng,C.; Xiao,G.; Tian,B.","","","489",2004,"",2014.937,2004.757,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"AY770084","AY770083","AY770082","AY770079","AY770081","AY770078","AY770077","AY770080",NA,NA,"Hubei","CT"
"2928","EPI_ISL_78018","EPI276011 | A/duck/Hunan/70/2004","EPI276012 | A/duck/Hunan/70/2004","EPI276013 | A/duck/Hunan/70/2004","EPI276014 | A/duck/Hunan/70/2004","EPI276015 | A/duck/Hunan/70/2004","EPI276016 | A/duck/Hunan/70/2004","EPI276017 | A/duck/Hunan/70/2004","EPI276018 | A/duck/Hunan/70/2004",NA,NA,"A/duck/Hunan/70/2004","A / H5N1",NA,"","Asia / China / Hunan Province","Duck","Initial import","Other Database Import","","Li,Y.; Shi,J.; Zhong,G.; Deng,G.; Tian,G.; Ge,J.; Zeng,X.; Song,J.; Zhao,D.; Liu,L.; Jiang,Y.; Guan,Y.; Bu,Z.; Chen,H.","","","",2004,"",2010.607,2010.325,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"HM172416","HM172389","HM172326","HM172105","HM172231","HM172178","HM172158","HM172306",NA,NA,"Hunan","CT"
"2929","EPI_ISL_71945","EPI249973 | A/duck/Hubei/46/2009","EPI249974 | A/duck/Hubei/46/2009","EPI249975 | A/duck/Hubei/46/2009","EPI249976 | A/duck/Hubei/46/2009","EPI249977 | A/duck/Hubei/46/2009","EPI249978 | A/duck/Hubei/46/2009","EPI249979 | A/duck/Hubei/46/2009","EPI249980 | A/duck/Hubei/46/2009",NA,NA,"A/duck/Hubei/46/2009","A / H5N1",NA,"","Asia / China / Hubei Province","Duck","Initial import","Other Database Import","","Zhang,Z.; Li,Z.; Xiao,Y.; Liu,M.; Hu,S.; Shi,D.; Bi,D.","","","",2009.14,"gender F; age Adult",2010.248,2010.245,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,0,"","","","",NA,"CY058812","CY058813","CY058814","CY058815","CY058816","CY058817","CY058818","CY058819",NA,NA,"Hubei","CT"
"2933","EPI_ISL_24611","EPI164282 | A/duck/Yunnan/5310/2006","EPI164283 | A/duck/Yunnan/5310/2006","EPI164284 | A/duck/Yunnan/5310/2006","EPI164285 | A/duck/Yunnan/5310/2006","EPI164286 | A/duck/Yunnan/5310/2006","EPI164287 | A/duck/Yunnan/5310/2006","EPI164288 | A/duck/Yunnan/5310/2006","EPI164289 | A/duck/Yunnan/5310/2006",NA,NA,"A/duck/Yunnan/5310/2006","A / H5N1",NA,"","Asia / China / Yunnan Province","Duck","Unknown user","Other Database Import","","","","","5310",2006,"",NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"CY030886","CY030887","CY030888","CY030889","CY030890","CY030891","CY030892","CY030893",NA,NA,"Yunnan","SW"
"2945","EPI_ISL_15680","EPI136463 | A/duck/Yunnan/485/2004","EPI136465 | A/duck/Yunnan/485/2004","EPI136468 | A/duck/Yunnan/485/2004","EPI136470 | A/duck/Yunnan/485/2004","EPI136472 | A/duck/Yunnan/485/2004","EPI136474 | A/duck/Yunnan/485/2004","EPI136476 | A/duck/Yunnan/485/2004","EPI136479 | A/duck/Yunnan/485/2004",NA,NA,"A/duck/Yunnan/485/2004","A / H5N1",NA,"","Asia / China / Yunnan Province","Duck","Unknown user","Other Database Import","","","","","485",2004,"",NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"CY029494","CY029495","CY029496","CY028995","CY029497","CY029498","CY029499","CY029500",NA,NA,"Yunnan","SW"
"2946","EPI_ISL_15673","EPI136330 | A/duck/Yunnan/6080/2003","EPI136332 | A/duck/Yunnan/6080/2003","EPI136335 | A/duck/Yunnan/6080/2003","EPI136337 | A/duck/Yunnan/6080/2003","EPI136339 | A/duck/Yunnan/6080/2003","EPI136341 | A/duck/Yunnan/6080/2003","EPI136343 | A/duck/Yunnan/6080/2003","EPI136346 | A/duck/Yunnan/6080/2003",NA,NA,"A/duck/Yunnan/6080/2003","A / H5N1",NA,"","Asia / China / Yunnan Province","Duck","Unknown user","Other Database Import","","","","","6080",2003,"",NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"CY029445","CY029446","CY029447","CY028988","CY029448","CY029449","CY029450","CY029451",NA,NA,"Yunnan","SW"
"2947","EPI_ISL_15669","EPI136254 | A/duck/Yunnan/5090/2003","EPI136256 | A/duck/Yunnan/5090/2003","EPI136259 | A/duck/Yunnan/5090/2003","EPI136261 | A/duck/Yunnan/5090/2003","EPI136263 | A/duck/Yunnan/5090/2003","EPI136265 | A/duck/Yunnan/5090/2003","EPI136267 | A/duck/Yunnan/5090/2003","EPI136270 | A/duck/Yunnan/5090/2003",NA,NA,"A/duck/Yunnan/5090/2003","A / H5N1",NA,"","Asia / China / Yunnan Province","Duck","Unknown user","Other Database Import","","","","","5090",2003,"",NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"CY029417","CY029418","CY029419","CY028984","CY029420","CY029421","CY029422","CY029423",NA,NA,"Yunnan","SW"
"2954","EPI_ISL_3906","EPI21364 | A/duck/Guangdong/40/2000","EPI21322 | A/duck/Guangdong/40/2000","EPI21280 | A/duck/Guangdong/40/2000","EPI21088 | A/duck/Guangdong/40/2000","EPI21196 | A/duck/Guangdong/40/2000","EPI21154 | A/duck/Guangdong/40/2000","EPI21112 | A/duck/Guangdong/40/2000","EPI21238 | A/duck/Guangdong/40/2000",NA,NA,"A/duck/Guangdong/40/2000","A / H5N1",NA,"","Asia / China / Guangdong Province","Duck","Unknown user","Other Database Import","","","","","40",2000,"",NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"AY585512","AY585491","AY585470","AY585374","AY585428","AY585407","AY585386","AY585449",NA,NA,"Guangdong","PRD"
"2955","EPI_ISL_3905","EPI21358 | A/duck/Guangdong/07/2000","EPI21316 | A/duck/Guangdong/07/2000","EPI21274 | A/duck/Guangdong/07/2000","EPI21086 | A/duck/Guangdong/07/2000","EPI21190 | A/duck/Guangdong/07/2000","EPI21148 | A/duck/Guangdong/07/2000","EPI21106 | A/duck/Guangdong/07/2000","EPI21232 | A/duck/Guangdong/07/2000",NA,NA,"A/duck/Guangdong/07/2000","A / H5N1",NA,"","Asia / China / Guangdong Province","Duck","Unknown user","Other Database Import","","","","","7",2000,"",NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"AY585509","AY585488","AY585467","AY585373","AY585425","AY585404","AY585383","AY585446",NA,NA,"Guangdong","PRD"
"2956","EPI_ISL_3904","EPI21352 | A/duck/Fujian/17/2001","EPI21310 | A/duck/Fujian/17/2001","EPI21268 | A/duck/Fujian/17/2001","EPI21084 | A/duck/Fujian/17/2001","EPI21184 | A/duck/Fujian/17/2001","EPI21142 | A/duck/Fujian/17/2001","EPI21100 | A/duck/Fujian/17/2001","EPI21226 | A/duck/Fujian/17/2001",NA,NA,"A/duck/Fujian/17/2001","A / H5N1",NA,"","Asia / China / Fujian Province","Duck","Unknown user","Other Database Import","","","","","17",2001,"",NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"AY585506","AY585485","AY585464","AY585372","AY585422","AY585401","AY585380","AY585443",NA,NA,"Fujian","PRD"
"2957","EPI_ISL_3897","EPI21370 | A/duck/Guangxi/35/2001","EPI21328 | A/duck/Guangxi/35/2001","EPI21286 | A/duck/Guangxi/35/2001","EPI21070 | A/duck/Guangxi/35/2001","EPI21202 | A/duck/Guangxi/35/2001","EPI21160 | A/duck/Guangxi/35/2001","EPI21118 | A/duck/Guangxi/35/2001","EPI21244 | A/duck/Guangxi/35/2001",NA,NA,"A/duck/Guangxi/35/2001","A / H5N1",NA,"","Asia / China / Guangxi Zhuang Autonomous Region","Duck","Unknown user","Other Database Import","","Chen,H.; Deng,G.; Li,Z.; Tian,G.; Li,Y.; Jiao,P.; Zhang,L.; Liu,Z.; Webster,R.G.; Yu,K.; Chen,H.L.; Deng,G.H.; Li,Z.J.; Tian,G.B.; Li,Y.B.","","","35",2001,"",2013.162,2004.243,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"AY585515","AY585494","AY585473","AY585365","AY585431","AY585410","AY585389","AY585452",NA,NA,"Guangxi","SW"
